boot_id,n_spacing_modes,spacing_mode_center_1,jitter_boundary_1,jitter_boundary_2,occupancy_boundary_1,occupancy_boundary_2
101,1,2.3193359375,0.29752208898966276,0.3048505686739018,0.2,0.23636363636363633
102,1,2.3193359375,0.27624308761950184,0.27624308761950184,0.21818181818181817,0.21818181818181817
103,1,2.3193359375,0.2799644761030204,0.28922672479936895,0.2545454545454545,0.2823793490460157
104,1,2.3193359375,0.2799644761030204,0.296555204483608,0.20606060606060606,0.27025813692480355
105,1,2.3193359375,0.27624308761950184,0.27872401327518087,0.21818181818181817,0.21818181818181817
106,1,2.3193359375,0.28459560045119464,0.2938578491475432,0.2545454545454545,0.2823793490460157
107,1,2.3193359375,0.2799644761030204,0.28922672479936895,0.2684624017957351,0.2962962962962963
108,1,2.3193359375,0.2799644761030204,0.2799644761030204,0.24421997755331087,0.2962962962962963
109,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.2545454545454545,0.2545454545454545
110,1,2.3193359375,0.27624308761950184,0.2953147416557685,0.20606060606060606,0.21818181818181817
111,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.1961840628507295,0.21818181818181817
112,1,2.3193359375,0.2799644761030204,0.28922672479936895,0.2545454545454545,0.2823793490460157
113,1,2.3193359375,0.29752208898966276,0.3048505686739018,0.2,0.2
114,1,2.3193359375,0.2799644761030204,0.28922672479936895,0.2303030303030303,0.2823793490460157
115,1,2.3193359375,0.27748355044734135,0.28922672479936895,0.21818181818181817,0.2424242424242424
116,1,2.3193359375,0.2799644761030204,0.2799644761030204,0.2684624017957351,0.2962962962962963
117,1,2.3193359375,0.27624308761950184,0.27872401327518087,0.21818181818181817,0.21818181818181817
118,1,2.3193359375,0.27624308761950184,0.2953147416557685,0.20606060606060606,0.21818181818181817
119,1,2.3193359375,0.2923163461405639,0.2923163461405639,0.18518518518518517,0.20718294051627384
120,1,2.3193359375,0.2840817661155349,0.2923163461405639,0.18518518518518517,0.20718294051627384
121,1,2.3193359375,0.2821146747955156,0.2938578491475432,0.21818181818181817,0.2424242424242424
122,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.19012345679012346,0.21212121212121213
123,1,2.3193359375,0.2840817661155349,0.3006724944961225,0.2,0.2641975308641975
124,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.2545454545454545,0.2545454545454545
125,1,2.3193359375,0.3048505686739018,0.3048505686739018,0.2,0.2
126,1,2.3193359375,0.29283018047622367,0.30118632883178226,0.2,0.23636363636363633
127,1,2.3193359375,0.2923163461405639,0.3006724944961225,0.19012345679012346,0.2
128,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.1961840628507295,0.21818181818181817
129,1,2.3193359375,0.2821146747955156,0.2938578491475432,0.21818181818181817,0.2424242424242424
130,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.20606060606060606,0.2424242424242424
